title_abstract,C23,C04,C14,C10
"Community-acquired pneumonia: evidence of functional inactivation of alpha 1 proteinase inhibitor.
 Quantitative and qualitative elastase inhibitory capacity (EIC) alpha 1 proteinase inhibitor (alpha 1 PI) was measured in pulmonary arterial and systemic arterial blood of patients with community-acquired pneumonia (CAP).
 Eleven patients with uncomplicated CAP were compared with 16 patients with fulminating pneumonia requiring intensive care management.
 An appropriate increase in quantitative alpha 1 PI was demonstrated in all patients.
 A significant functional inactivation of alpha 1 PI was demonstrated in the ICU-treated patients that was not apparent in the uncomplicated CAP patients (p less than .01).
 This low EIC returned to normal 4 wk after hospital discharge in all survivors.
 A significant (p less than .02) difference in EIC between the pulmonary arterial and systemic arterial blood was found in the nonsurvivors on admission, which suggests that alpha 1 PI is inactivated in the lungs of patients with fulminating CAP.
 The present data demonstrate that alpha 1 PI is functionally inactivated in patients with fulminating CAP.
 This low serum functional alpha 1 PI may result in proteolytic lung damage and an unfavorable outcome.
",0,0,0,0
"Mechanisms of disease in Hantavirus infection: pathophysiology of hemorrhagic fever with renal syndrome.
 Hemorrhagic fever with renal syndrome (HFRS) is an acute viral disease that occurs over wide areas of Europe and Asia.
 Hantaviruses are the cause of this syndrome.
 The hallmark of HFRS is the triad of fever, hemorrhage, and renal failure.
 In its severe form it is associated with significant mortality.
 The syndrome evolves through five phases: febrile, hypotensive, oliguric, diuretic, and convalescent.
 The central physiologic derangement in HFRS is vascular dysfunction, manifested by impaired vascular tone and increased vascular permeability.
 The systemic effects of this dysfunction account for the occurrence of hypotension and shock, while local effects are probably important in the development of renal failure.
 Shock in HFRS has distributive and oligemic features, while renal failure has features of acute tubular necrosis.
 Hemorrhage is a consequence of vascular injury and a deficit of functional platelets.
 Vascular and platelet dysfunction are both compounded by uremia.
 Disseminated intravascular coagulation contributes to hemorrhage in some patients.
 Although hantaviruses are infectious for endothelial cells and may cause direct injury, a large body of evidence suggests that immune mechanisms play an important role in the pathogenesis of HFRS.
",1,0,1,0
"Congenital midline nasal masses: diagnosis and management.
 Congenital midline nasal masses (CMNMs) are rare lesions most commonly caused by dermoids, hemangiomas, nasal gliomas or encephaloceles.
 We report a case of nasal glioma and discuss the embryologic development, evaluation, and management of such CMNMs.
",0,1,0,0
"Effect of stable xenon on regional cerebral blood flow and the electroencephalogram in normal volunteers.
 We evaluated the effects of breathing 35% stable xenon in 65% oxygen on regional cerebral blood flow and the electroencephalogram in 20 normal volunteers.
 We measured blood flow in 32 brain regions over both hemispheres with the xenon-133 intravenous injection technique in two protocols.
 In the first protocol (n = 10), a baseline study was followed by a second study during 5 minutes of breathing stable xenon; in the other protocol (n = 8), the baseline study was followed by a second study after 5 minutes of breathing stable xenon.
 Two volunteers were excluded due to excessive movements during the inhalation of stable xenon.
 Some of the remaining 18 volunteers had varying alterations of consciousness accompanied by electroencephalogram changes.
 After stable xenon inhalation the electroencephalogram returned to normal within 2-3 minutes.
 During stable xenon inhalation mean +/- SD PECO2 dropped significantly from 39.4 +/- 4.4 to 33.3 +/- 5.4 mm Hg in the first protocol and from 39.4 +/- 2.6 to 34.8 +/- 4.1 mm Hg in the second protocol due to hyperventilation in 13 volunteers.
 Mean regional cerebral blood flow increased significantly by 13.5-25.4% without correction for PECO2.
 In the first protocol regional cerebral blood flow increased by greater than 12% in 11-14 (depending on the flow parameter) of the 20 hemispheres.
 In the second protocol regional cerebral blood flow increased by greater than 12% in 9-13 of the 16 hemispheres.
 We conclude that cautious interpretation is necessary in the assessment of regional cerebral blood flow with 35% xenon-enhanced computed tomography.
",0,0,0,0
"The epidemiology of acute respiratory tract infection in young children: comparison of findings from several developing countries. Coordinated Data Group of BOSTID Researchers.
 Investigators from 10 countries studied the epidemiology of acute respiratory tract infection (ARI) among children 0-59 months old.
 Data on incidence rates, by age, gender, and season; on pathogenic agents; on case-fatality rates; and on selected risk factor findings are presented.
 Incidence rates from six of the community-based studies ranged from 12.7 to 16.8 new episodes of ARI per 100 child-weeks at risk, and rates of lower respiratory tract infection (LRI) ranged from 0.2 to 3.4 new episodes per 100 child-weeks at risk.
 Children spend from 21.7% to 40.1% of observed weeks with ARI and from 1% to 14.4% of observed weeks with LRI.
 The incidence rates for ARI are highest in younger children.
 Viruses, especially respiratory syncytial virus, are isolated more frequently than bacteria from children with episodes of LRI.
 Risk factors exhibited different patterns of association with ARI in different studies.
 Interventions could have great impact on high-risk levels common in the study populations.
 These studies provide interesting and useful data on the epidemiologic dynamics of ARI.
",1,0,0,0
"Perfusion redistribution after alveolar flooding: vasoconstriction vs. vascular compression.
 We compared the effects of left caudal lobe (LCL) alveolar hypoxia on regional pulmonary blood flow (PBF) with the effects due to alveolar edema induced by plasma instilled directly into the LCL airways of 16 dogs.
 Regional measurements were made with positron emission tomography.
 After hypoxic ventilation of the LCL (n = 11), the LCL-to-right caudal lobe (L/R) PBF ratio fell from 0.94 +/- 0.21 during 100% oxygen ventilation of the LCL to 0.46 +/- 0.21 (P less than 0.05).
 After instillation of either isooncotic (n = 5) or hypooncotic plasma (n = 3) into the LCL, the L/R PBF ratio was similar to that during LCL hypoxia (0.50 +/- 0.27 and 0.64 +/- 0.10, respectively, P less than 0.05 compared with 100% oxygen ventilation of the LCL before plasma instillation).
 The changes in regional PBF due to LCL hypoxia and plasma instillation could be completely prevented (n = 8) by the prior administration of a single dose of endotoxin (15 micrograms/kg iv).
 In contrast to previous work, these results indicate that perfusion redistribution occurs regardless of the oncotic state of alveolar edema.
 More importantly, any change that does occur in regional PBF can be completely prevented by blocking regional vasoconstriction, indicating that mechanical compression cannot be the major factor determining the regional response of PBF to alveolar flooding.
",1,0,0,0
"Needle aspiration of extrathoracic metastases from bronchogenic carcinoma.
 Five patients with suspected metastatic bronchogenic carcinoma underwent needle aspiration of peripheral metastatic lesions instead of a diagnostic bronchoscopy.
 Aspirates were from the soft tissue of the proximal arm (three patients), an axillary mass (one patient), and a skin nodule (one patient).
 Two patients had non-small cell carcinoma, two had small cell carcinoma, and one patient had a nondiagnostic aspirate.
 The procedure had insignificant morbidity, was easy to perform, quickly established a diagnosis of metastatic disease, and obviated the need for a more invasive diagnostic procedure in four of the five patients.
",0,1,0,0
"Reversal of acute exacerbations of chronic obstructive lung disease by inspiratory assistance with a face mask.
 BACKGROUND.
 Patients with acute exacerbations of chronic obstructive pulmonary disease may require endotracheal intubation with mechanical ventilation.
 We designed, and here report on the efficacy of, a noninvasive ventilatory-assistance apparatus to provide inspiratory-pressure support by means of a face mask.
 METHODS.
 We assessed the short-term (45-minute) physiologic effects of the apparatus in 11 patients with acute exacerbations of chronic obstructive pulmonary disease and evaluated its therapeutic efficacy in 13 such patients (including 3 of the 11 in the physiologic study) who were treated for several days and compared with 13 matched historical-control patients.
 RESULTS.
 In the physiologic study, after 45 minutes of inspiratory positive airway pressure by face mask, the mean (+/- SD) arterial pH rose from 7.31 +/- 0.08 to 7.38 +/- 0.07 (P less than 0.01), the partial pressure of carbon dioxide fell from 68 +/- 17 mm Hg to 55 +/- 15 mm Hg (P less than 0.01), and the partial pressure of oxygen rose from 52 +/- 12 mm Hg to 69 +/- 16 mm Hg (P less than 0.05).
 These changes were accompanied by marked reductions in respiratory rate (from 31 +/- 7 to 21 +/- 9 breaths per minute, P less than 0.01).
 Only 1 of the 13 patients treated with inspiratory positive airway pressure needed tracheal intubation and mechanical ventilation, as compared with 11 of the 13 historical controls (P less than 0.001).
 Two patients in each group died.
 As compared with the controls, the treated patients had a more transient need for ventilatory assistance (3 +/- 1 vs.
 12 +/- 11 days, P less than 0.01) and a shorter stay in the intensive care unit (7 +/- 3 vs.
 19 +/- 13 days, P less than 0.01).
 CONCLUSIONS.
 Inspiratory positive airway pressure delivered by a face mask can obviate the need for conventional mechanical ventilation in patients with acute exacerbations of chronic obstructive pulmonary disease.
",1,0,0,0
"Improved neonatal survival following multiple doses of bovine surfactant in very premature neonates at risk for respiratory distress syndrome.
 To determine whether multiple doses of bovine surfactant would improve neonatal mortality in very premature neonates, we conducted two multicenter controlled trials under identical protocols; the results were combined for analysis.
 Four hundred and thirty neonates born between 23 and 29 weeks gestation and weighing 600 to 1250 g at birth were assigned randomly at birth to receive either 100 mg of phospholipids/kg of Survanta, a modified bovine surfactant (n = 210), or a sham air placebo (n = 220) within 15 minutes of birth.
 Neonates who developed respiratory distress syndrome and required mechanical ventilation with at least 30% oxygen could be given up to three more doses in the first 48 hours after birth.
 Dosing was performed by investigators not involved in the clinical care of the neonates; nursery staff were kept blinded as to the treatment assignment.
 Cause of death was determined by a panel of three independent, board-certified neonatologists after blindly reviewing case report forms and autopsy reports.
 Fewer Survanta-treated neonates died of any cause (11.4% vs 18.8%, P = .031), died of respiratory distress syndrome (1.9% vs 15.6%, P less than .001), and either died or developed bronchopulmonary dysplasia due to respiratory distress syndrome (39.5% vs 49.1%, P = .044).
 The incidence of respiratory distress syndrome was also lower in Survanta-treated neonates (28.0% vs 56.9%, P less than .001), and the Survanta-treated neonates' oxygenation and ventilatory status were improved significantly at 72 hours.
 Survanta-treated neonates were also at lowered risk of developing pulmonary interstitial emphysema (23.3% vs 36.9%, P = .002) and other forms of pulmonary air leaks (9.6% vs 20.8%, P .002).
",0,0,0,0
"Disseminated strongyloidiasis in AIDS and non-AIDS immunocompromised hosts: diagnosis by sputum and bronchoalveolar lavage.
 In conclusion, disseminated strongyloidiasis is a fatal disease that commonly affects the lungs.
 The disease should be suspected in an immunocompromised host who came from an area endemic for S stercoralis even years before the onset of symptoms or in patients with unexplained gram-negative bacteremia or meningitis.
 Treatment should be started promptly and should be maintained for a long time.
",0,0,0,0
"Pneumocystis carinii infection of the thyroid in a hypothyroid patient with AIDS: diagnosis by fine needle aspiration biopsy.
 A 49-yr-old homosexual man with acquired immunodeficiency syndrome presented with a left-sided neck mass.
 He was found to have a firm goiter.
 He was clinically euthyroid, but had laboratory evidence of primary hypothyroidism.
 Radioactive iodine scan of the thyroid showed homogeneous uptake over an enlarged right lobe and absence of uptake over the left lobe.
 Two fine needle aspiration biopsies of the thyroid revealed the presence of Pneumocystis carinii (P.
 carinii) organisms on the Gomori's methenamine silver strain.
 After courses of iv and oral therapy with trimethoprim-sulfamethoxazole, a third fine needle aspiration biopsy failed to reveal any organisms.
 A repeated radioactive iodine scan of the thyroid showed return of uptake over the left lobe.
 Thyroid function tests normalized with levothyroxine, and the goiter decreased in size.
 To our knowledge, this is the first report of hypothyroidism associated with P.
 carinii infection of the thyroid.
 P.
 carinii infection should be considered in the differential diagnosis of human immunodeficiency virus infected individuals presenting with cold thyroid nodules.
 Fine needle aspiration biopsy is a valuable tool in assessing these patients.
",0,0,0,0
"Chronic diffuse interstitial lung disease: diagnostic value of chest radiography and high-resolution CT.
 The diagnostic value of chest radiography and high-resolution computed tomography (CT) in chronic diffuse interstitial lung disease (CDILD) was assessed in 140 consecutive patients with diffuse infiltration of the lung visible at radiography.
 Radiographs and CT scans were separately read by three independent observers without knowledge of clinical and pathologic data.
 The observers listed the three most likely diagnoses and recorded the degree of confidence they had in their choice on a 0%-100% probability scale.
 Findings at radiography and high-resolution CT were recorded by each observer and were used for a stepwise discriminant analysis between diagnoses.
 First-choice diagnoses of all three observers that were made with a high level of confidence (probability, greater than or equal to 75%) were more accurate with CT than with radiography (P less than .001).
 The superiority of high-resolution CT over radiography was most obvious for histiocytosis X and sarcoidosis; in cases of pulmonary fibrosis, CT was not significantly different from radiography.
 The interobserver agreement for the proposed diagnosis was significantly better with high-resolution CT (P less than .001).
 Twenty-one of 26 radiographic findings and 21 of 25 CT findings were discriminant.
 Stepwise discriminant analysis revealed the superiority of CT over radiography, since the ranking of all findings showed that the four most discriminant findings, and eight of the first 12 findings, were revealed with CT.
",0,0,0,0
"Pathogenesis and sequelae of respiratory infections.
 Bacterial pneumonia remains a major health threat, with particular risk for infants in developing countries.
 The effective design of strategies that minimize the morbidity and mortality from pneumonia requires an awareness of the host defense mechanisms that function to prevent respiratory infections.
 In this review the normal immune host defenses and the abnormalities in this process that promote the development of lower respiratory bacterial infections will be briefly reviewed.
 A brief discussion will focus on a complication of respiratory infections, asthma, which can follow viral illness and also be a significant problem for children.
",0,0,0,0
"The normal range of diurnal changes in peak expiratory flow rates. Relationship to symptoms and respiratory disease.
 Measuring peak expiratory flow rates (PEFR) several times a day can provide an objective assessment of functional changes relative to environmental or occupational exposures.
 This report describes the pattern of diurnal changes in PEFR in a reference population, and defines ranges of ""normal"" between- and within-day variability.
 An index of diurnal changes was defined as the ratio between maximal and minimal values, where the maximal value was restricted to PEFR measured at noon or in the evening (N, E) and the minimal value was restricted to the morning or at bedtime (M, B).
 A ratio greater than normal represented an exaggeration of the normal diurnal pattern in PEFR.
 Normal limits, based on the ninety-fifth percentile in the reference population, were larger for children (130%) than for adults 15 to 35 yr of age (117%) and those older than 35 yr of age (118%).
 The meaningfulness of excessive diurnal changes in PEFR was examined by relating this ratio (Max/Min), and a similar measure (the amplitude percent mean) to chronic respiratory symptoms and diseases in 938 adults and children who recorded PEFR values 2 to 4 times per day for as long as 14 days.
 There was a strong relationship of diurnal changes in PEFR that exceed normal limits with physician-confirmed asthma (relative risk of 2.99 with Max/Min), with exertional dyspnea (Grade 2+), and with more frequent reporting of acute symptoms of wheeze, attacks of wheezing dyspnea, cough, and chest colds.
 In addition, those exceeding the normal limits had about 2.9 times greater risk of having a FEV1 below 80% of predicted, and nearly 7 times greater risk of being below 70%.
",0,0,0,0
"Pneumocystis carinii pneumonia associated with profound lymphopenia and abnormal T-lymphocyte subset ratios during treatment for early-stage breast carcinoma.
 Two women with Stage II breast carcinoma treated with lumpectomy followed by breast irradiation and adjuvant chemotherapy developed Pneumocystis carinii pneumonia while receiving cytotoxic chemotherapy.
 Neither woman had evidence of immunosuppression before therapy.
 They both had profound lymphopenia, reversed CD4/CD8 ratios, and normal peripheral blood total leukocyte counts at the time of their infections.
 Both women were seronegative for human immunodeficiency virus type 1 and had no risk factors for such an infection.
 The patients' CD4 lymphocyte counts increased after chemotherapy for breast carcinoma was discontinued.
 Thus, it appears that the therapy they received may have caused severe T-lymphocyte mediated immunosuppression.
",0,1,0,0
"Antibiotic prophylaxis of respiratory tract infection in mechanically ventilated patients. A prospective, blinded, randomized trial of the effect of a novel regimen.
 The objective of this study was to assess the effect of a novel regimen of antibiotic prophylaxis on the incidence of lower respiratory tract infection in patients requiring prolonged (at least five days) mechanical ventilation.
 The design was a controlled, prospective, randomized trial, with blinded comparison of the groups regarding the incidence of respiratory tract infection in an intensive care unit of a university hospital.
 After determination of the APACHE II score for severity of disease, 88 patients were randomly divided in three groups.
 Twenty-four of these patients did not complete five days of mechanical ventilation, and eight were withdrawn for other reasons.
 Fifty-six patients (18 in group 1, 21 in group 2, 17 in group 3) completed the study.
 Patients in both control groups 1 and 2 did not receive antibiotic prophylaxis, but the two groups differed in the antibiotic policy in case of infection.
 Patients in group 3 received antibiotic prophylaxis consisting of norfloxacin, polymyxin E, and amphotericin B, applied topically in oropharynx and stomach from time of ICU admission until extubation, and intravenous cefotaxime 500 mg three times a day during the first five days of admission.
 In both control groups, about 90 percent of the patients acquired microbial colonization of oropharynx or stomach.
 In group 3, only 12 percent and 24 percent of the patients acquired colonization of oropharynx and stomach, respectively (p less than 0.001).
 This resulted in a reduction of the incidence of lower respiratory tract infection (78 percent in group 1, 62 percent in group 2, 6 percent in group 3 [p = 0.0001]).
 The regimen of antibiotic prophylaxis studied prevented respiratory tract infection in mechanically ventilated patients.
 Antibiotic prophylaxis should be considered in all patients expected to require prolonged mechanical ventilation.
",0,0,0,0
"Cough-variant asthma in children and adults: case reports and review.
 Two cases of cough-variant asthma are presented, one in an adult and one in a child.
 We discuss the diagnosis, treatment, and course of this common, yet often unrecognized entity.
 The keys to diagnosis are a typical history, clinical suspicion, and subsequent response to bronchodilator therapy.
 Treatment of cough-variant asthma is no different from that of classic asthma.
",1,0,0,0
"Magnetic resonance imaging in the diagnosis of pulmonary infarction.
 We report for the first time, to our knowledge, MRI features which could differentiate noninvasively pulmonary infarction from pneumonia.
 Three subjects with angiographically proven pulmonary infarction showed high T1 weighted MRI signals located in the embolic territory.
 Three patients with pneumonia and one patient with emboli, but without infarction, did not have these T1 weighted images.
",0,0,0,0
"Chronic persistent cough and gastro-oesophageal reflux.
 Chronic cough persisting for two months or more that remains unexplained after extensive investigations is a common clinical problem.
 The purpose of this study was to determine whether such cough is associated with otherwise asymptomatic gastro-oesophageal reflux.
 Thirteen patients with chronic persistent cough that was unexplained after a standard diagnostic assessment were identified.
 All were non-smokers.
 The mean (SE) duration of cough was 17.8 (8.0) months.
 Ten had never had reflux symptoms and three had had mild symptoms only after the onset of the cough.
 All the patients completed standardised cough diary cards for eight weeks and underwent 24 hour ambulatory oesophageal pH monitoring.
 A reflux episode was defined as a fall in oesophageal pH to below 4.0.
 Nine control subjects were matched for age, lung function, and body mass index.
 The patients experienced significantly more episodes of reflux per 24 hours than the controls (115.8 (SE 31.7) versus 4.7 (1.4) and longer reflux episodes (15.5 (5.8) versus 1.7 (0.5) minutes), and the oesophageal pH was below 4.0 considerably longer (84.5 (20.2) versus 3.8 (1.3) minutes).
 Cough occurred simultaneously with 13% (2.2%) of reflux episodes and within five minutes in another 35% (5.8%) of episodes, whereas gastro-oesophageal reflux occurred simultaneously with 78% (5.5%) of cough episodes and within five minutes in another 12% (2.3%) of episodes.
 It is concluded that chronic persistent cough that remains unexplained after a standard diagnostic assessment is associated with otherwise asymptomatic gastro-oesophageal reflux.
 It is suggested that a self perpetuating mechanism may exist whereby acid reflux causes cough via a local neuronal oesophageal-tracheo-bronchial reflex, and the cough in turn amplifies reflux via increased transdiaphragmatic pressure or by inducing transient lower oesophageal sphincter relaxation.
 Further study of this mechanism and the role of specific antireflux treatment in chronic persistent cough is warranted.
",1,0,0,0
"Mohs micrographic surgery fixed-tissue technique for melanoma of the nose.
 Mohs micrographic surgery, fixed-tissue technique, for excision of nasal melanoma provides three important benefits: 1) assurance of eradication of the main mass along with its ""silent"" contiguous outgrowths, 2) safe management of non-contiguous satellites too small to be visible initially, and 3) safe sparing of maximal amounts of surrounding normal tissues.
 These benefits are achieved because all incisions are through chemically fixed (killed) tissue, eliminating the danger of disseminating the highly transplantable melanoma cells and permitting the excision of successive layers for microscopic scanning of their undersurfaces by the systematic use of frozen sections.
 The process is continued to the termination of each ramification.
 There is no need to remove a wide margin of normal tissue as is customary with conventional surgery.
 Clinically invisible satellites are not moved or disturbed and can be removed safely by the same method if they appear.
 The reliability of the method is manifested by the 62.5% 5-year cure in a series of 10 consecutive patients, all of whom had no local recurrence after micrographic surgery.
",0,1,0,0
"Effect of endotoxin and a burn injury on lung and liver lipid peroxidation and catalase activity.
 Both endotoxin and a burn alone produce oxidant-induced tissue lipid peroxidation.
 The endotoxin response is due in large part to hydrogen peroxide.
 The combination of endotoxin after a burn results in an increased liver, but not lung, oxidant injury.
 Our purpose was to determine whether the burn oxidant injury inactivated endogenous liver tissue catalase, thereby amplifying a subsequent H2O2 insult.
 Twenty-six adult sheep were studied.
 Twelve sheep had a 15% TBS burn.
 Tissue catalase activity, measured in lung and liver 3 days postburn, was significantly decreased from a control of 3.58 +/- 1.8 and 193 +/- 63, respectively, to 1.72 +/- 0.63 and 148 +/- 33 k(sec-1)/0.5 gram tissue.
 The addition of endotoxin 3 days postburn resulted in an increase in liver malondialdehyde, MDA, a measure of lipid peroxidation, from a control of 110 +/- 80 to 450 +/- 54 nmol/gram tissue.
 This value was significantly greater than the 210 +/- 80 nmol/gram tissue seen after endotoxin alone.
 Lung tissue MDA with burn and endotoxin was 65 +/- 8 compared to 42 +/- 7 for control and 80 +/- 6 nmol/gram for endotoxin alone.
 We conclude that a decrease in liver catalase activity occurs after a burn.
 The decrease corresponds to an accentuated oxidant-induced lipid peroxidation after an added endotoxin insult where H2O2 is known to be an etiologic agent.
 The catalase activity also decreases in postburn lung, but accentuated lung damage was not seen, indicating a variable tissue response from the burn-induced decrease in antioxidant activity.
",0,0,0,0
"The rat lung organotypic culture: an in vitro model for studying surfactant metabolism abnormalities.
 The amount of surfactant present in the intra-alveolar space is mainly regulated by the synthesis and recycling of surfactant by type II pneumocytes.
 Biochemical analyses have shown that the surfactant level is frequently diminished and that protein-rich exudate can further interfere with surfactant function in the lungs of adult respiratory distress syndrome (ARDS) patients.
 The microenvironmental changes that occur in the alveoli of burned patients, who are prone to developing ARDS, are unclear.
 Therefore, using an in vitro rat lung organotypic culture, we showed that the sera of rats with a 3-day old, third-degree thermal injury (25-30% total body surface area) inhibited surfactant synthesis in organotypically cultured rat lung cells.
 Surfactant precursor, 3H-choline, incorporation into the surfactant was 58% of control.
 Using liposomes made of dipalmitoyl phosphatidylcholine and phosphatidylglycerol (8:1, v/v) or surfactant we showed that surfactant endocytosis by purified type II alveolar cells is an active, temperature-dependent process, and correlates with the quantity of surfactant present in the milieu.
 We also found that plasma protein-rich fluid interfered with surfactant endocytosis by the purified type II pneumocytes.
 These two processes of inhibition of surfactant synthesis and its reutilization by these cells may contribute to the pathogenesis of ARDS.
",0,0,0,0
"Mucoid impaction of upper lobe bronchi in the absence of proximal bronchiectasis.
 Mucoid impaction is a complication of asthma and is frequently recurrent in patients with allergic bronchopulmonary aspergillosis (ABPA).
 This report describes a patient with asthma and recurrent bilateral well-circumscribed densities on chest roentgenogram in the absence of ABPA.
 Recognition of this clinical presentation may avoid the need for invasive diagnostic procedures or steroid therapy.
",0,0,0,0
"Lymphokine-induced airway hyperresponsiveness in the rat.
 We evaluated the potential role of the lymphocyte in chronic airway inflammation and responsiveness by repeated administration to rats of interleukin-2 (IL-2), the principal lymphokine responsible for lymphocyte proliferation.
 Lewis rats (mean weight, 184 +/- 2 g) received either 120,000 units of IL-2 (n = 10) or vehicle (n = 7) subcutaneously twice a day for 4.5 days.
 Animals were anesthetized with urethane and intubated for measurements of pulmonary resistance (RL) and airway responsiveness to aerosol methacholine (MCh).
 Lung lavage was performed, the animals were exsanguinated, and the lungs were fixed in 10% formalin.
 Histologic edema and the extent of infiltration of the bronchi, pulmonary veins, and arteries by cells was scored blindly.
 IL-2 increased airway responsiveness to MCh; the concentrations of MCh causing a doubling of RL were 0.14 versus 1.39 mg/ml (geometric mean) for the IL-2 and vehicle group, respectively (p = 0.001).
 IL-2 significantly increased total cellular return and the percentage of lymphocytes, neutrophils, and eosinophils in lavage.
 IL-2 caused edema and a mixed cellular infiltration of the bronchovascular tree.
 Lymphocytes predominated around the airways and veins.
 A correlation (r = 0.50) was present between airway responsiveness and airway inflammation but not with edema or vascular infiltration.
 Release of IL-2 by lymphocytes in the airways may be an important mediator of airway hyperresponsiveness.
",0,0,0,0
"Congenital abnormalities of the lymphatic system: a new clinical classification.
 The numerous clinical presentations of congenital abnormalities of the lymphatic system in children and the confusing terminology used to describe their pathologic diagnoses impede the physician's understanding of the condition.
 The clinical classification based on the actual symptoms of the congenital problems we have presented here should help the physician identify the specific abnormality and a potential treatment.
 Future research should concentrate on the specific causes and the treatment of these congenital abnormalities.
",0,1,0,0
"Using anticoagulants safely. Guidelines for therapeutic and prophylactic regimens [published erratum appears in Postgrad Med 1991 Sep 1;90(3):48]
 Heparin and warfarin sodium (Coumadin, Panwarfin, Sofarin) are used most often to treat acute and recurrent venous thromboembolic disease, arterial disease, valvular heart disease, and atrial fibrillation.
 These agents along with dextran, pneumatic compression devices, and gradient stockings are also used to prevent deep venous thrombosis and pulmonary embolism in patients at high risk (eg, those with venous stasis, lower limb or spinal cord trauma, clotting abnormalities).
 Anticoagulation therapy is monitored by maintaining the activated partial thromboplastin time and the prothrombin time in the therapeutic range.
",1,0,1,0
"Retrospective analysis of the incidence of pulmonary disease in hypogammaglobulinemia.
 To determine the best predictors of chronic pulmonary disease in patients with hypogammaglobulinemia, we evaluated the clinical records, chest x-ray films, and pulmonary function tests of 10 patients with X-linked agammaglobulinemia (XLA) followed for a mean of 12.5 years, and 12 patients with common variable immunodeficiency (CVID) followed for a mean of 10.5 years.
 These patients, most of whom were treated with intramuscular gamma globulin and long-term oral antibiotics, had very few pneumonias after diagnosis.
 The patients with XLA had 0.10 pneumonias per treatment year, and the patients with CVID had 0.18 pneumonias per treatment year.
 Seven of the 10 patients with XLA had normal chest x-ray films 8 to 15 years after diagnosis, and none had bronchiectasis.
 Pulmonary disease was more common and more severe in the group with CVID, but five patients in this group also had normal chest x-ray films after long follow-up.
 In the entire group of 22 patients, nine of the 10 patients with abnormal chest x-ray films on most recent evaluation already had pulmonary disease at the initial visit (p = 0.00002).
 These studies indicate that the best predictors of good pulmonary function in patients with hypogammaglobulinemia are early diagnosis and good compliance with gamma globulin replacement therapy and oral antibiotics.
",1,0,0,0
"Cytochrome c oxidase deficiency with acute onset and rapid recovery.
 A 7-year-old girl with cytochrome c oxidase deficiency who had no neurologic deficits in infancy suddenly developed ophthalmoplegia, ptosis, and respiratory arrest.
 She recovered almost completely 80 days after onset, suggesting that acute onset and rapid remission are observed in patients with cytochrome c oxidase deficiency.
 It is also possible that early initiation of therapy in cytochrome c oxidase deficiency with coenzyme Q10 may hasten and enhance the therapeutic effect.
",1,0,0,1
"Biologic and protective properties of the 69-kDa outer membrane protein of Bordetella pertussis: a novel formulation for an acellular pertussis vaccine.
 A combination of the 69-kDa outer membrane protein and filamentous hemagglutinin (FHA), both isolated from lymphocytosis promoting factor (LPF; pertussis toxin) minus mutants of Bordetella pertussis, is protective in the mouse intracerebral challenge potency (Kendrick) test.
 A combination of the same 69-kDa protein and LPF is approximately 15 times less effective.
 These data suggest that, surprisingly, the 69-kDa protein in tandem with FHA is the most relevant combination for mouse protection; consequently such a combination may be a more suitable acellular pertussis vaccine candidate than the LPF/FHA combinations, which have never been satisfactorily protective in the mouse test.
 Preparation of samples of the 69-kDa protein of acceptable protective quality remains difficult.
 Attempts were made to screen the most suitable batches of the preparations by exploiting some recently discovered properties of the 69-kDa protein: the characteristic chromatofocusing pattern of the protein, the affinity for lymphocytes, and the ability to bind to nicotinamide adenine dinucleotide.
 None of these tests was able to replace the mouse intracerebral challenge potency test for final quality assessment.
",0,0,0,0
"Value of antigen detection in predicting invasive pulmonary aspergillosis 
 Two ELISAs were used to detect serum and urinary aspergillus antigen in 121 patients who were profoundly neutropenic after leukaemia therapy or bone marrow transplantation.
 The presence of antigen correctly predicted development of invasive pulmonary aspergillosis (IPA) in 16 patients.
 In 2 other cases antigen appeared after the clinical diagnosis had been made, while in only 1 case was antigen not detected.
 In 11 of 13 episodes of clinically suspected fungal infection antigen was detected before clinical diagnosis was made.
 By contrast, antigen was detected in only 1 of 90 patients who had no evidence of IPA.
 Both ELISAs gave positive and negative predictive values for IPA of greater than 95%, demonstrating the value of antigen detection in early diagnosis of aspergillus infection and the assay's ability to predict subsequent development of IPA.
 We conclude that neutropenic patients should be screened for aspergillus antigen, and propose that initial detection of fungal antigen justifies commencement of empirical antifungal therapy.
 Such an approach should improve the survival of patients who are at risk of developing this usually fatal infection.
",0,0,0,0
"Telescoping plugged catheter. An unusual way of diagnosing Pasteurella multocida pneumonia.
 We report a case of Pasteurella multocida pneumonia and its unusual clinical presentation.
 We also discuss the rarity of its diagnosis by TPC specimens and the delay in both an adequate diagnosis and treatment.
",0,0,0,0
